id,translatable_id,name,text,locale
626,115,5.335A,"In the band 1 260 – 1 300 MHz, active spaceborne sensors in the Earth exploration-satellite and space research services shall not cause harmful interference to, claim protection from, or otherwise impose constraints on operation or development of the radiolocation service and other services allocated by footnotes on a primary basis.",en
627,116,5.337,"The use of the bands 1 300 – 1 350 MHz, 2 700 – 2 900 MHz and 9 000 – 9 200 MHz by the aeronautical radionavigation service is restricted to ground-based radars and to associated airborne transponders which transmit only on frequencies in these bands and only when actuated by radars operating in the same band.",en
628,117,5.337A,"The use of the band 1 300 – 1 350 MHz by earth stations in the radionavigation-satellite service and by stations in the radiolocation service shall not cause harmful interference to, nor constrain the operation and development of, the aeronautical-radionavigation service.",en
629,118,5.338,"In Kyrgyzstan, Slovakia and Turkmenistan, existing installations of the radionavigation service may continue to operate in the band 1 350-1 400 MHz.",en
630,119,5.338A,"In the bands 1 350 – 1 400 MHz, 1 427 – 1 452 MHz, 22.55 – 23.55 GHz, 30 – 31.3 GHz, 49.7 –50.2 GHz, 50.4 – 50.9 GHz and 51.4 – 52.6 GHz, Resolution 750 applies.
In the frequency bands 1 350-1 400 MHz, 1 427-1 452 MHz, 22.55-23.55 GHz, 30-31.3 GHz, 49.7-50.2 GHz, 50.4-50.9 GHz, 51.4-52.6 GHz, 81-86 GHz and 92-94 GHz, Resolution 750 (Rev.WRC-15) applies.",en
631,120,5.339,"The bands 1 370 – 1 400 MHz, 2 640 – 2 655 MHz, 4 950 – 4 990 MHz and 15.20 – 15.35 GHz are also allocated to the space research (passive) and Earth exploration-satellite (passive) services on a secondary basis.",en
632,121,5.340,"All emissions are prohibited in the following bands:
1 400 – 1 427 MHz,
2 690 – 2 700 MHz, except those provided for by No. 5.422 of RR,
10.68 – 10.7 GHz, except those provided for by No. 5.483 of RR,
15.35 – 15.4 GHz, except those provided for by No. 5.511 of RR,
23.6 – 24 GHz,
31.3 – 31.5 GHz,
31.5 – 31.8 GHz, in Region 2,
48.94 – 49.04 GHz, from airborne stations,
50.2 – 50.4 GHz,
52.6 – 54.25 GHz,
86—92 GHz,
100 – 102 GHz,
109.5 – 111.8 GHz,
114.25 – 116 GHz,
148.5 – 151.5 GHz,
164 – 167 GHz,
182 – 185 GHz,
190 – 191.8 GHz,
200 – 209 GHz,
226 – 231.5 GHz,
250 – 252 GHz.
The allocation to the Earth exploration-satellite service (passive) and the space research service (passive) in the band 50.2 – 50.4 GHz should not impose undue constraints on the use of the adjacent bands by the primary allocated services in those bands.",en
633,122,5.341,"In the bands 1 400 – 1 727 MHz, 101 – 120 GHz and 197 – 220 GHz, passive research is being conducted by some countries in a programme for the search for intentional emissions of extraterrestrial origin.",en
634,123,5.345,"Use of the band 1 452 – 1 492 MHz by the broadcasting-satellite service, and by the broadcasting service, is limited to digital audio broadcasting and is subject to the provisions of Resolution 528.",en
635,124,5.348,"The use of the band 1 518 – 1 525 MHz by the mobile-satellite service is subject to coordination under No. 9.11A of RR. In the band 1 518 – 1 525 MHz stations in the mobile-satellite service shall not claim protection from the stations in the fixed service. No. 5.43A of RR does not apply.",en
636,125,5.351,"The bands 1 525 – 1 544 MHz, 1 545 – 1 559 MHz, 1 626.5 – 1 645.5 MHz and 1 646.5 – 1 660.5 MHz shall not be used for feeder links of any service. In exceptional circumstances, however, an earth station at a specified fixed point in any of the mobile-satellite services may be authorized by an administration to communicate via space stations using these bands.",en
637,126,5.351A,"For the use of the bands 1 518 – 1 544 MHz, 1 545 – 1 559 MHz, 1 610 – 1 645.5 MHz, 1 646.5 –1 660.5 MHz, 1 668 – 1 675 MHz, 1 980 – 2 010 MHz, 2 170 – 2 200 MHz, 2 483.5 – 2 520 MHz and 2 670 – 2 690 MHz by the mobile-satellite service, see Resolutions 212 and 225.",en
638,127,5.353A,"In applying the procedures of Section II of Article 9 of RR to the mobile-satellite service in the bands 1 530 – 1 544 MHz and 1 626.5 – 1 645.5 MHz, priority shall be given to accommodating the spectrum requirements for distress, urgency and safety communications of the Global Maritime Distress and Safety System (GMDSS). Maritime mobile-satellite distress, urgency and safety communications shall have priority access and immediate availability over all other mobile satellite communications operating within a network. Mobile-satellite systems shall not cause unacceptable interference to, or claim protection from, distress, urgency and safety communications of the GMDSS. Account shall be taken of the priority of safety-related communications in the other mobile-satellite services. The provisions of Resolution 222 shall apply.",en
639,128,5.354,"The use of the bands 1 525 – 1 559 MHz and 1 626.5 – 1 660.5 MHz by the mobile-satellite services is subject to coordination under No. 9.11A of RR.",en
640,129,5.356,"The use of the band 1 544 – 1 545 MHz by the mobile-satellite service (space-to-Earth) is limited to distress and safety communications (see Article 31 of RR).",en
641,130,5.357,"Transmissions in the band 1 545 – 1 555 MHz from terrestrial aeronautical stations directly to aircraft stations, or between aircraft stations, in the aeronautical mobile (R) service are also authorized when such transmissions are used to extend or supplement the satellite-to-aircraft links.",en
642,131,5.357A,"In applying the procedures of Section II of Article 9 of RR to the mobile-satellite service in the bands 1 545 – 1 555 MHz and 1 646.5 – 1 656.5 MHz, priority shall be given to accommodating the spectrum requirements of the aeronautical mobile-satellite (R) service providing transmission of messages with priority 1 to 6 in Article 44 of RR. Aeronautical mobile-satellite (R) service communications with priority 1 to 6 in Article 44 of RR shall have priority access and immediate availability, by pre-emption if necessary, over all other mobile-satellite communications operating within a network. Mobile-satellite systems shall not cause unacceptable interference to, or claim protection from, aeronautical mobile-satellite (R) service communications with priority 1 to 6 in Article 44 of RR. Account shall be taken of the priority of safety-related communications in the other mobile-satellite services. The provisions of Resolution 222 shall apply.",en
643,132,5.364,"The use of the band 1 610 – 1 626.5 MHz by the mobile-satellite service (Earth-to-space) and by the radiodetermination-satellite service (Earth-to-space) is subject to coordination under No. 9.11A of RR. A mobile earth station operating in either of the services in this band shall not produce a peak e.i.r.p. density in excess of -15 dB(W/4 kHz) in the part of the band used by systems operating in accordance with the provisions of No. 5.366 of RR (to which No. 4.10 of RR applies), unless otherwise agreed by the affected administrations. In the part of the band where such systems are not operating, the mean e.i.r.p. density of a mobile earth station shall not exceed –3 dB(W/4 kHz). Stations of the mobile-satellite service shall not claim protection from stations in the aeronautical radionavigation service, stations operating in accordance with the provisions of No. 5.366 of RR and stations in the fixed service operating in accordance with the provisions of No. 5.359 of RR. Administrations responsible for the coordination of mobile-satellite networks shall make all practicable efforts to ensure protection of stations operating in accordance with the provisions of No. 5.366 of RR.",en
644,133,5.365,"The use of the band 1 613.8 – 1 626.5 MHz by the mobile-satellite service (space-to-Earth) is subject to coordination under No. 9.11A of RR.",en
645,134,5.366,"The band 1 610 – 1 626.5 MHz is reserved on a worldwide basis for the use and development of airborne electronic aids to air navigation and any directly associated ground-based or satellite-borne facilities. Such satellite use is subject to agreement obtained under No. 9.21 of RR.",en
646,135,5.367,"Additional allocation: The frequency band 1 610-1 626.5 MHz is also allocated to the aeronautical mobile-satellite (R) service on a primary basis, subject to agreement obtained under No. 9.21.",en
647,136,5.368,"With respect to the radiodetermination-satellite and mobile-satellite services the provisions of No. 4.10 of RR do not apply in the band 1 610 – 1 626.5 MHz, with the exception of the aeronautical radionavigation-satellite service.",en
648,137,5.371,"Additional allocation: in Region 1, the band 1 610-1 626.5 MHz (Earth-to-space) is also allocated to the radiodetermination-satellite service on a secondary basis, subject to agreement obtained under No. 9.21.",en
649,138,5.372,"Harmful interference shall not be caused to stations of the radio astronomy service using the band 1 610.6 – 1 613.8 MHz by stations of the radiodetermination-satellite and mobile-satellite services (No. 29.13 of RR applies).",en
650,139,5.374,"Mobile earth stations in the mobile-satellite service operating in the bands 1 631.5 – 1 634.5 MHz and 1 656.5 – 1 660 MHz shall not cause harmful interference to stations in the fixed service operating in the countries listed in No. 5.359 of RR.",en
651,140,5.375,"The use of the band 1 645.5 – 1 646.5 MHz by the mobile-satellite service (Earth-to-space) and for inter – satellite links is limited to distress and safety communications (see Article 31 of RR).",en
652,141,5.376,"Transmissions in the band 1 646.5 – 1 656.5 MHz from aircraft stations in the aeronautical mobile (R) service directly to terrestrial aeronautical stations, or between aircraft stations, are also authorized when such transmissions are used to extend or supplement the aircraft-to-satellite links.",en
653,142,5.376A,"Mobile earth stations operating in the band 1 660 – 1 660.5 MHz shall not cause harmful interference to stations in the radio astronomy service.",en
654,143,5.379A,"Administrations are urged to give all practicable protection in the band 1 660.5 – 1 668.4 MHz for future research in radio astronomy, particularly by eliminating air-to-ground transmissions in the meteorological aids service in the band 1 664.4 – 1 668.4 MHz as soon as practicable.",en
655,144,5.379B,"The use of the band 1 668 – 1 675 MHz by the mobile-satellite service is subject to coordination under No. 9.11A of RR. In the band 1 668-1 668.4 MHz, Resolution 904 shall apply.",en
656,145,5.379C,"In order to protect the radio astronomy service in the band 1 668 – 1 670 MHz, the aggregate power flux-density values produced by mobile earth stations in a network of the mobile-satellite service operating in this band shall not exceed –181 dB(W/m2) in 10 MHz and ?194 dB(W/m2) in any 20 kHz at any radio astronomy station recorded in the Master International Frequency Register, for more than 2% of integration periods of 2 000 s.",en
657,146,5.379D,"For sharing of the band 1 668,4 – 1 675 MHz between the mobile-satellite service and the fixed and mobile services, Resolution 744 shall apply.",en
658,147,5.380A,"In the band 1 670 – 1 675 MHz, stations in the mobile-satellite service shall not cause harmful interference to, nor constrain the development of, existing earth stations in the meteorological-satellite service notified before 1 January 2004. Any new assignment to these earth stations in this band shall also be protected from harmful interference from stations in the mobile-satellite service.",en
659,148,5.384A,"The frequency bands 1 710-1 885 MHz, 2 300-2 400 MHz and 2 500-2 690 MHz, or portions thereof, are identified for use by administrations wishing to implement International Mobile Telecommunications (IMT) in accordance with Resolution 223 (Rev.WRC-15). This identification does not preclude the use of these frequency bands by any application of the services to which they are allocated and does not establish priority in the Radio Regulations.",en
660,149,5.385,"Additional allocation: the band 1 718.8 – 1 722.2 MHz is also allocated to the radio astronomy service on a secondary basis for spectral line observations.",en
661,150,5.388,"The frequency bands 1 885-2 025 MHz and 2 110-2 200 MHz are intended for use, on a worldwide basis, by administrations wishing to implement International Mobile Telecommunications (IMT). Such use does not preclude the use of these frequency bands by other services to which they are allocated. The frequency bands should be made available for IMT in accordance with Resolution 212 (Rev.WRC-15) (see also Resolution 223
(Rev.WRC-15)).",en
662,151,5.388A,"In Regions 1 and 3, the bands 1 885-1 980 MHz, 2 010-2 025 MHz and 2 110-2 170 MHz and, in Region 2, the bands 1 885-1 980 MHz and 2 110-2 160 MHz may be used by high altitude platform stations as base stations to provide International Mobile Telecommunications (IMT), in accordance with Resolution 221 (Rev.WRC-07). Their use by IMT applications using high altitude platform stations as base stations does not preclude the use of these bands by any station in the services to which they are allocated and does not establish priority in the Radio Regulations.",en
663,152,5.389A,"The use of the bands 1 980 – 2 010 MHz and 2 170 – 2 200 MHz by the mobile-satellite service is subject to coordination under No. 9.11A and to the provisions of Resolution 716.",en
664,153,5.391,"In making assignments to the mobile service in the frequency bands 2 025-2 110 MHz and 2 200-2 290 MHz, administrations shall not introduce high-density mobile systems, as described in Recommendation ITU-R SA.1154-0, and shall take that Recommendation into account for the introduction of any other type of mobile system.",en
665,154,5.392,"Administrations are urged to take all practicable measures to ensure that space-to-space transmissions between two or more non-geostationary satellites, in the space research, space operations and Earth exploration-satellite services in the bands 2 025 – 2 110 MHz and 2 200 – 2 290 MHz, shall not impose any constraints on Earth-to-space, space-to-Earth and other space-to-space transmissions of those services and in those bands between geostationary and non-geostationary satellites.",en
666,155,5.398,"In respect of the radiodetermination-satellite service in the band 2 483.5 – 2 500 MHz, the provisions of No. 4.10 of RR do not apply.",en
668,157,5.402,"The use of the band 2 483.5 – 2 500 MHz by the mobile-satellite and the radiodetermination-satellite services is subject to the coordination under No. 9.11A of RR. Administrations are urged to take all practicable steps to prevent harmful interference to the radio astronomy service from emissions in the 2 483.5 – 2 500 MHz band, especially those caused by second-harmonic radiation that would fall into the 4 990 – 5 000 MHz band allocated to the radio astronomy service worldwide.",en
669,158,5.410,"The band 2 500-2 690 MHz may be used for tropospheric scatter systems in Region 1, subject to agreement obtained under No. 9.21. No. 9.21 does not apply to tropospheric scatter links situated entirely outside Region 1. Administrations shall make all practicable efforts to avoid developing new tropospheric scatter systems in this band. When planning new tropospheric scatter radio-relay links in this band, all possible measures shall be taken to avoid directing the antennas of these links towards the geostationary-satellite orbit.",en
670,159,5.413,"In the design of systems in the broadcasting-satellite service in the bands between 2 500 MHz and 2 690 MHz, administrations are urged to take all necessary steps to protect the radio astronomy service in the band 2 690-2 700 MHz.",en
671,160,5.414,"The allocation of the frequency band 2 500 – 2 520 MHz to the mobile-satellite service (space-to-Earth) is subject to coordination under No. 9.11A of RR.",en
672,161,5.416,"The use of the band 2 520 – 2 670 MHz by the broadcasting-satellite service is limited to national and regional systems for community reception, subject to agreement obtained under No. 9.21 of RR. The provisions of No. 9.19 of RR shall be applied by administrations in this band in their bilateral and multilateral negotiations.",en
675,164,5.418B,"Use of the band 2 630 – 2 655 MHz by non-geostationary-satellite systems in the broadcasting-satellite service (sound), pursuant to No. 5.418 of RR, for which complete RR Appendix 4 coordination information, or notification information, has been received after 2 June 2000, is subject to the application of the provisions of No. 9.12 of RR.",en
676,165,5.418C,"Use of the band 2 630 – 2 655 MHz by geostationary-satellite networks for which complete RR Appendix 4 coordination information, or notification information, has been received after 2 June 2000 is subject to the application of the provisions of No. 9.13 of RR with respect to non-geostationary-satellite systems in the broadcasting-satellite service (sound), pursuant to No. 5.418 and No. 22.2 of RR does not apply.",en
677,166,5.423,"In the band 2 700 – 2 900 MHz, ground-based radars used for meteorological purposes are authorized to operate on a basis of equality with stations of the aeronautical radionavigation service.",en
678,167,5.424A,"In the band 2 900 – 3 100 MHz, stations in the radiolocation service shall not cause harmful interference to, nor claim protection from, radar systems in the radionavigation service.",en
679,168,5.425,"In the band 2 900 – 3 100 MHz, the use of the shipborne interrogator-transponder system (SIT) shall be confined to the sub-band 2 930 – 2 950 MHz.",en
680,169,5.426,"The use of the band 2 900 – 3 100 MHz by the aeronautical radionavigation service is limited to ground-based radars.",en
681,170,5.427,"In the bands 2 900 – 3 100 MHz and 9 300 – 9 500 MHz, the response from radar transponders shall not be capable of being confused with the response from radar beacons (racons) and shall not cause interference to ship or aeronautical radars in the radionavigation service, having regard, however, to No. 4.9 of RR.",en
682,171,5.430A,"The allocation of the frequency band 3 400-3 600 MHz to the mobile, except aeronautical mobile, service is subject to agreement obtained under No. 9.21. This frequency band is identified for International Mobile Telecommunications (IMT). This identification does not preclude the use of this frequency band by any application of the services to which it is allocated and does not establish priority in the Radio Regulations. The provisions of Nos. 9.17 and 9.18 shall also apply in the coordination phase. Before an administration brings into use a (base or mobile) station of
the mobile service in this frequency band, it shall ensure that the power flux-density (pfd) produced at 3 m above ground does not exceed −154.5 dB(W/(m²⋅4 kHz)) for more than 20% of time at the border of the territory of any other administration. This limit may be exceeded on the territory of any country whose administration has so agreed. In order to ensure that the pfd limit at the border of the territory of any other administration is met, the calculations and verification shall be made, taking into account all relevant information, with the mutual agreement of both administrations (the administration responsible for the terrestrial station and the administration responsible for the earth station) and with the assistance of the Bureau if so requested. In case of disagreement, calculation and verification of the pfd shall be made by the Bureau, taking into account the information referred to above. Stations of the mobile service in the frequency band 3 400-3 600 MHz shall not claim more protection from space stations than that provided in Table 21-4 of the Radio Regulations (Edition of 2004).",en
683,172,5.438,"Use of the frequency band 4 200-4 400 MHz by the aeronautical radionavigation service is reserved exclusively for radio altimeters installed on board aircraft and for the associated transponders on the ground.",en
684,173,5.440,"The standard frequency and time signal-satellite service may be authorized to use the frequency 4 202 MHz for space-to-Earth transmissions and the frequency 6 427 MHz for Earth-to-space transmissions. Such transmissions shall be confined within the limits of ± 2 MHz of these frequencies, subject to agreement obtained under No. 9.21 of RR.",en
685,174,5.441,"The use of the bands 4 500 – 4 800 MHz (space-to-Earth), 6 725 – 7 025 MHz (Earth-to-space) by the fixed-satellite service shall be in accordance with the provisions of RR Appendix 30B. The use of the bands 10.7 – 10.95 GHz (space-to-Earth), 11.2 – 11.45 GHz (space-to-Earth) and 12.75 – 13.25 GHz (Earth-to-space) by geostationary-satellite systems in the fixed-satellite service shall be in accordance with the provisions of RR Appendix 30B. The use of the bands 10.7 – 10.95 GHz (space-to Earth), 11.2 – 11.45 GHz (space-to-Earth) and 12.75 – 13.25 GHz (Earth-to-space) by a non-geostationary-satellite system in the fixed-satellite service is subject to application of the provisions of No. 9.12 of RR for coordination with other non-geostationary-satellite systems in the fixed-satellite service. Non-geostationary-satellite systems in the fixed-satellite service shall not claim protection from geostationary-satellite networks in the fixed-satellite service operating in accordance with RR, irrespective of the dates of receipt by the Radiocommunication Bureau of ITU of the complete coordination or notification information, as appropriate, for the non-geostationary-satellite systems in the fixed-satellite service and of the complete coordination or notification information, as appropriate, for the geostationary-satellite networks, and No. 5.43A of RR does not apply. Non-geostationary-satellite systems in the fixed-satellite service in the above bands shall be operated in such a way that any unacceptable interference that may occur during their operation shall be rapidly eliminated.",en
686,175,5.442,"In the frequency bands 4 825-4 835 MHz and 4 950-4 990 MHz, the allocation to the mobile service is restricted to the mobile, except aeronautical mobile, service. In Region 2 (except Brazil, Cuba, Guatemala, Mexico, Paraguay, Uruguay and Venezuela), and in Australia, the frequency band 4 825-4 835 MHz is also allocated to the aeronautical mobile service, limited to aeronautical mobile telemetry for flight testing by aircraft stations. Such use shall be in accordance with Resolution 416 (WRC-07) and shall not cause harmful interference to the fixed service.",en
687,176,5.443B,"In order not to cause harmful interference to the microwave landing system operating above 5 030 MHz, the aggregate power flux-density produced at the Earth’s surface in the frequency band 5 030-5 150 MHz by all the space stations within any radionavigation-satellite service system (space-to-Earth) operating in the frequency band 5 010-5 030 MHz shall not exceed −124.5 dB(W/m²) in a 150 kHz band. In order not to cause harmful interference to the radio astronomy service in the frequency band 4 990-5 000 MHz, radionavigation-satellite service systems operating in the frequency band 5 010-5 030 MHz shall comply with the limits in the frequency band 4 990-5 000 MHz defined in Resolution 741 (Rev.WRC-15).",en
688,177,5.444,"The frequency band 5 030-5 150 MHz is to be used for the operation of the international standard system (microwave landing system) for precision approach and landing. In the frequency band 5 030-5 091 MHz, the requirements of this system shall have priority over other uses of this frequency band. For the use of the frequency band 5 091-5 150 MHz, No. 5.444A and Resolution 114 (Rev.WRC-15) apply.",en
689,178,5.444A,"The use of the allocation to the fixed-satellite service (Earth-to-space) in the frequency band 5 091-5 150 MHz is limited to feeder links of non-geostationary satellite systems in the mobile-satellite service and is subject to coordination under No. 9.11A. The use of the frequency band 5 091-5 150 MHz by feeder links of non-geostationary satellite systems in the mobile-satellite service shall be subject to application of Resolution 114
(Rev.WRC-15). Moreover, to ensure that the aeronautical radionavigation service is protected from harmful interference, coordination is required for feeder-link earth stations of the non-geostationary satellite systems in the mobile-satellite service which are separated by less than 450 km from the territory of an administration operating ground stations in the aeronautical radionavigation service.",en
690,179,5.444B,"The use of the band 5 091 – 5 150 MHz by the aeronautical mobile service is limited to:
– systems operating in the aeronautical mobile (R) service and in accordance with international aeronautical standards, limited to surface applications at airports. Such use shall be in accordance with Resolution 748;
– aeronautical telemetry transmissions from aircraft stations (see No. 1.83 of RR) in accordance with Resolution 418.",en
691,180,5.446,"Additional allocation: in the countries listed in No. 5.369, the frequency band 5 150-5 216 MHz is also allocated to the radiodetermination-satellite service (space-to-Earth) on a primary basis, subject to agreement obtained under No. 9.21. In Region 2 (except in Mexico), the frequency band is also allocated to the radiodetermination-satellite service (space-to-Earth) on a primary basis. In Regions 1 and 3, except those countries listed in No. 5.369 and Bangladesh, the frequency band is also allocated to the radiodetermination-satellite service (space-to-Earth) on a secondary basis. The use by the radiodetermination-satellite service is limited to feeder links in conjunction with the radiodetermination-satellite service operating in the frequency bands 1 610-1 626.5 MHz and/or 2 483.5-2 500 MHz. The total power flux density at the Earth’s surface shall in no case exceed −159 dB(W/m²) in any 4 kHz band for all angles of arrival.",en
692,181,5.446A,"The use of the bands 5 150-5 350 MHz and 5 470-5 725 MHz by the stations in the mobile, except aeronautical mobile, service shall be in accordance with Resolution 229 (Rev.WRC-12).",en
693,182,5.446B,"In the band 5 150 – 5 250 MHz, stations in the mobile service shall not claim protection from earth stations in the fixed-satellite service. No. 5.43A of RR does not apply to the mobile service with respect to fixed-satellite service earth stations.",en
694,183,5.446C,"Additional allocation: in Region 1 (except in Algeria, Saudi Arabia, Bahrain, Egypt, United Arab Emirates, Jordan, Kuwait, Lebanon, Morocco, Oman, Qatar, Syria, Sudan and Tunisia) and in Brazil, the band 5 150 – 5 250 MHz is also allocated to the aeronautical mobile service on a primary basis, limited to aeronautical telemetry transmissions from aircraft stations (see No. 1.83 of RR), in accordance with Resolution 418. These stations shall not claim protection from other stations operating in accordance with Article 5 of RR. No. 5.43A of RR does not apply in this case.
Additional allocation: in Region 1 (except in Algeria, Saudi Arabia, Bahrain, Egypt, United Arab Emirates, Jordan, Kuwait, Lebanon, Morocco, Oman, Qatar, Syrian Arab Republic, Sudan, South Sudan and Tunisia) and in Brazil, the band 5 150-5 250 MHz is also allocated to the aeronautical mobile service on a primary basis, limited to aeronautical telemetry transmissions from aircraft stations (see No. 1.83), in accordance with Resolution 418
(Rev.WRC-12). These stations shall not claim protection from other stations operating in accordance with Article 5. No. 5.43A does not apply.",en
695,184,5.447A,"The allocation to the fixed-satellite service (Earth-to-space) is limited to feeder links of non-geostationary-satellite systems in the mobile-satellite service and is subject to coordination under No. 9.11A of RR.",en
696,185,5.447B,"Additional allocation: the band 5 150 – 5 216 MHz is also allocated to the fixed-satellite service (space-to-Earth) on a primary basis. This allocation is limited to feeder links of non-geostationary-satellite systems in the mobile-satellite service and is subject to provisions of No. 9.11A of RR. The power flux-density at the Earth’s surface produced by space stations of the fixed-satellite service operating in the space-to-Earth direction in the band 5 150 – 5 216 MHz shall in no case exceed -164 dB(W/m2) in any 4 kHz band for all angles of arrival.",en
697,186,5.447C,"Administrations responsible for fixed-satellite service networks in the band 5 150 – 5 250 MHz operated under Nos. 5.447A and 5.447B of RR shall coordinate on an equal basis in accordance with No. 9.11A of RR with administrations responsible for non-geostationary-satellite networks operated under No. 5.446 of RR and brought into use prior to 17 November 1995. Satellite networks operated under No. 5.446 of RR brought into use after 17 November 1995 shall not claim protection from, and shall not cause harmful interference to, stations of the fixed-satellite service operated under Nos. 5.447A and 5.447B of RR.",en
698,187,5.447D,"The allocation of the band 5 250 – 5 255 MHz to the space research service on a primary basis is limited to active spaceborne sensors. Other uses of the band by the space research service are on a secondary basis.",en
699,188,5.447F,"In the frequency band 5 250-5 350 MHz, stations in the mobile service shall not claim protection from the radiolocation service, the Earth exploration-satellite service (active) and the space research service (active). These services shall not impose on the mobile service more stringent protection criteria, based on system characteristics and interference criteria, than those stated in Recommendations ITU-R M.1638-0 and ITU-R RS.1632-0.",en
700,189,5.448A,"The Earth exploration-satellite (active) and space research (active) services in the frequency band 5 250 - 5 350 MHz shall not claim protection from the radiolocation service. No. 5.43A of RR does not apply in this case.",en
701,190,5.448B,"The Earth exploration-satellite service (active) operating in the band 5 350 – 5 570 MHz and space research service (active) operating in the band 5 460 – 5 570 MHz shall not cause harmful interference to the aeronautical radionavigation service in the band 5 350 – 5 460 MHz, the radionavigation service in the band 5 460 – 5 470 MHz and the maritime radionavigation service in the band 5 470 – 5 570 MHz.",en
702,191,5.448C,"The space research service (active) operating in the band 5 350 – 5 460 MHz shall not cause harmful interference to nor claim protection from other services to which this band is allocated.",en
703,192,5.448D,"In the frequency band 5 350 – 5 470 MHz, stations in the radiolocation service shall not cause harmful interference to, nor claim protection from, radar systems in the aeronautical radionavigation service operating in accordance with No. 5.449 of RR.",en
704,193,5.449,"The use of the band 5 350 – 5 470 MHz by the aeronautical radionavigation service is limited to airborne radars and associated airborne beacons.",en
705,194,5.450A,"In the frequency band 5 470-5 725 MHz, stations in the mobile service shall not claim protection from radiodetermination services. Radiodetermination services shall not impose on the mobile service more stringent protection criteria, based on system characteristics and interference criteria, than those stated in Recommendation ITU-R M.1638-0.",en
706,195,5.450B,"In the frequency band 5 470 – 5 650 MHz, stations in the radiolocation service, except ground-based radars used for meteorological purposes in the band 5 600 – 5 650 MHz, shall not cause harmful interference to, nor claim protection from, radar systems in the maritime radionavigation service.",en
707,196,5.452,"Between 5 600 MHz and 5 650 MHz, ground-based radars used for meteorological purposes are authorized to operate on a basis of equality with stations of the maritime radionavigation service.",en
708,197,5.457A,"In the bands 5 925 – 6 425 MHz and 14 – 14.5 GHz, earth stations located on board vessels may communicate with space stations of the fixed-satellite service. Such use shall be in accordance with Resolution 902.
In the frequency bands 5 925-6 425 MHz and 14-14.5 GHz, earth stations located on board vessels may communicate with space stations of the fixed-satellite service. Such use shall be in accordance with Resolution 902 (WRC-03). In the frequency band 5 925-6 425 MHz, earth stations located on board vessels and communicating with space stations of the fixed-satellite service may employ transmit antennas with minimum diameter of 1.2 m and operate without prior agreement of any administration if located at least 330 km away from the low-water mark as officially recognized by the coastal State. All other provisions of Resolution 902 (WRC-03) shall apply.",en
709,198,5.457B,"In the bands 5 925 – 6 425 MHz and 14 – 14.5 GHz, earth stations located on board vessels may operate with the characteristics and under the conditions contained in Resolution 902 in Algeria, Saudi Arabia, Bahrain, Comoros, Djibouti, Egypt, United Arab Emirates, Jordan, Kuwait, Libya, Morocco, Mauritania, Oman, Qatar, Syria, Sudan, Tunisia and Yemen, in the maritime mobile-satellite service on a secondary basis. Such use shall be in accordance with Resolution 902.",en
710,199,5.458,"In the band 6 425 – 7 075 MHz, passive microwave sensor measurements are carried out over the oceans. In the band 7 075 – 7 250 MHz, passive microwave sensor measurements are carried out. Administrations should bear in mind the needs of the Earth exploration-satellite (passive) and space research (passive) services in their future planning of the bands 6 425 – 7 025 MHz and 7 075 – 7 250 MHz.",en
711,200,5.458A,"In making assignments in the band 6 700 – 7 075 MHz to space stations of the fixed-satellite service, administrations are urged to take all practicable steps to protect spectral line observations of the radio astronomy service in the band 6 650 – 6 675.2 MHz from harmful interference from unwanted emissions.",en
712,201,5.458B,"The space-to-Earth allocation to the fixed-satellite service in the band 6 700 – 7 075 MHz is limited to feeder links for non-geostationary satellite systems of the mobile-satellite service and is subject to coordination under No. 9.11A of RR. The use of the band 6 700 – 7 075 MHz (space-to-Earth) by feeder links for non-geostationary satellite systems in the mobile-satellite service is not subject to No. 22.2 of RR.",en
714,203,5.460,"No emissions from space research service (Earth-to-space) systems intended for deep space shall be effected in the frequency band 7 190-7 235 MHz. Geostationary satellites in the space research service operating in the frequency band 7 190-7 235 MHz shall not claim protection from existing and future stations of the fixed and mobile services and No. 5.43A does not apply.",en
715,204,5.461,"Additional allocation: the bands 7 250 – 7 375 MHz (space-to-Earth) and 7 900 – 8 025 MHz (Earth-to-space) are also allocated to the mobile-satellite service on a primary basis, subject to agreement obtained under No. 9.21 of RR.",en
716,205,5.461A,"The use of the band 7 450 – 7 550 MHz by the meteorological-satellite service (space-to-Earth) is limited to geostationary-satellite systems. Non-geostationary meteorological-satellite systems in this band notified before 30 November 1997 may continue to operate on a primary basis until the end of their lifetime.",en
717,206,5.461B,"The use of the band 7 750-7 900 MHz by the meteorological-satellite service (space-to-Earth) is limited to non-geostationary satellite systems.",en
718,207,5.462A,"In Regions 1 and 3 (except for Japan), in the band 8 025-8 400 MHz, the Earth exploration-satellite service using geostationary satellites shall not produce a power flux-density in excess of the following values for angles of arrival (θ), without the consent of the affected administration:
−135 dB(W/m²) in a 1 MHz band for 0 ≤ θ ≤ 5°
−135 + 0.5 (θ − 5) dB(W/m²) in a 1 MHz band for 5 ≤ θ ≤ 25°
−125 dB(W/m²) in a 1 MHz band for 25 ≤ θ ≤ 90°",en
719,208,5.463,"Aircraft stations are not permitted to transmit in the band 8 025 – 8 400 MHz.",en
720,209,5.465,"In the space research service, the use of the band 8 400 – 8 450 MHz is limited to deep space.",en
