id,translatable_id,additional_info,future,locale
2898,2997,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2899,2998,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2900,2999,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2901,3000,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2902,3001,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2903,3002,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2904,3003,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2905,3004,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2906,3005,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2907,3006,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2908,3007,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2909,3008,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2910,3009,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2911,3010,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2912,3011,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2913,3012,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2914,3013,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2915,3014,"Vyzářený výkon 9 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROBALISE. Vysílání pouze po příjmu signálu z vlaku.",,cs
2916,3015,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2917,3016,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2918,3017,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2919,3018,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2920,3019,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2921,3020,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2922,3021,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2923,3022,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2924,3023,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2925,3024,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2926,3025,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2927,3026,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2928,3027,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2929,3028,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2930,3029,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2931,3030,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2932,3031,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2933,3032,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2934,3033,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2935,3034,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2936,3035,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2937,3036,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2938,3037,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2939,3038,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2940,3039,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2941,3040,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2942,3041,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2943,3042,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2944,3043,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2945,3044,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2946,3045,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2947,3046,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2948,3047,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2949,3048,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2950,3049,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2951,3050,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2952,3051,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2953,3052,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2954,3053,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2955,3054,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2956,3055,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2957,3056,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2958,3057,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2959,3058,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2960,3059,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2961,3060,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2962,3061,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2963,3062,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2964,3063,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2965,3064,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2966,3065,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2967,3066,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2968,3067,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2969,3068,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2970,3069,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2971,3070,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2972,3071,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2973,3072,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2974,3073,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2975,3074,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2976,3075,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2977,3076,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2978,3077,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2979,3078,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2980,3079,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2981,3080,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2982,3081,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2983,3082,"Vyzářený výkon -7 dBμA/m ve vzdálenosti 10 m. Železniční zařízení systému EUROLOOP. Vysílání v přítomnosti vlaku.",,cs
2990,3089,"1) Konkrétní podmínky provozu stanoví Všeobecné oprávnění VO-R/10, čl. 4, odstavec 3).
2) Využití pouze pro vozidlové radary ve vozidlech registrovaných  v členských státech Evropské unie do 31.12. 2017.",,cs
2993,3092,"Vyzářený výkon max. 10 mW e.i.r.p., klíčovací poměr max.  2%, modulovaná šířka pásma max. 3 MHz. Pouze zařízení MBANS pouze uvnitř budov v zdravotnických zařízeních. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
2994,3093,"Vyzářený výkon max. 1 mW e.i.r.p., klíčovací poměr max. 10 %, modulovaná šířka pásma max. 3 MHz. Pouze zařízení MBANS pouze uvnitř budov v bytech pacientů. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
2995,3094,"Vyzářený výkon max. 43 dBm e.i.r.p. (platí uvnitř uzavřené nádrže). Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem. Pásmo lze využívat pouze v kovových nebo železobetonových nádržích nebo v podobných konstrukcích vyrobených z materiálu se srovnatelným útlumem.",,cs
3020,3119,"Vyzářený výkon max. 35 dBm/50 MHz špičkový e.i.r.p. a -2 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3021,3120,"Vyzářený výkon max. 35 dBm/50 MHz špičkový e.i.r.p. a -2 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3022,3121,"Vyzářený výkon max. 35 dBm/50 MHz špičkový e.i.r.p. a -2 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3023,3122,"Vyzářený výkon max. 35 dBm/50 MHz špičkový e.i.r.p. a -2 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3024,3123,"Vyzářený výkon max. 35 dBm/50 MHz špičkový e.i.r.p. a -2 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3025,3124,"Vyzářený výkon max. 35 dBm/50 MHz špičkový e.i.r.p. a -2 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3026,3125,"Vyzářený výkon max. 34 dBm/50 MHz špičkový e.i.r.p. a -3 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3027,3126,"Vyzářený výkon max. 34 dBm/50 MHz špičkový e.i.r.p. a -3 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.
Vyzářený výkon max. 43 dBm e.i.r.p. (platí uvnitř uzavřené nádrže). Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem. Pásmo lze využívat pouze v kovových nebo železobetonových nádržích nebo v podobných konstrukcích vyrobených z materiálu se srovnatelným útlumem.",,cs
3028,3127,"Vyzářený výkon max. 34 dBm/50 MHz špičkový e.i.r.p. a -3 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3029,3128,"Vyzářený výkon max. 34 dBm/50 MHz špičkový e.i.r.p. a -3 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3030,3129,"Vyzářený výkon max. 34 dBm/50 MHz špičkový e.i.r.p. a -3 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3031,3130,"Vyzářený výkon max. 34 dBm/50 MHz špičkový e.i.r.p. a -3 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3032,3131,"Vyzářený výkon max. 34 dBm/50 MHz špičkový e.i.r.p. a -3 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
3033,3132,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3034,3133,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3035,3134,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3036,3135,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3037,3136,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3038,3137,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3039,3138,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3040,3139,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3041,3140,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3042,3141,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3043,3142,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3044,3143,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3045,3144,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3047,3146,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3048,3147,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3049,3148,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3050,3149,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3051,3150,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3052,3151,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3053,3152,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3054,3153,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3055,3154,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3056,3155,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3057,3156,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3058,3157,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3059,3158,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3060,3159,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3061,3160,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3062,3161,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3063,3162,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3064,3163,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3065,3164,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3066,3165,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3067,3166,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3068,3167,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3070,3169,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3071,3170,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3072,3171,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3073,3172,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3074,3173,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3075,3174,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
3076,3175,"Ultraširokopásmové radary k zobrazení struktury zdí a zemského povrchu (GPR/WPR). Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -44,5 dBm/120 kHz (e.r.p.)",,cs
