id,translatable_id,explanation,locale
514,515,"Radar pro řízení pohybů na pohybové ploše, anglicky Surface Movement Radar",cs
515,516,"Poměr signálu k šumu, anglicky Signal-to-Noise ratio. Viz také SNR.",cs
516,517,"Družicové spoje pro předávání zpravodajských příspěvků, anglicky Satellite News Gathering",cs
517,518,"Poměr signál/šum, anglicky Signal to Noise Ratio",cs
518,519,"Mezinárodní konvence pro záchranu životů na mořích, anglicky International Convention for the Safety of Life at Sea",cs
519,520,"Služba kosmického provozu (radiokomunikační), anglicky Space Operation Service",cs
520,521,"Samoorganizovaný časově dělený vícenásobný přístup, anglicky Self-Organized Time Division Multiple Access",cs
521,522,"Systém družicové osobní komunikace, anglicky Satellite Personal Communication System",cs
522,523,"Zařízení krátkého dosahu, anglicky Short Range Device",cs
523,524,"Automobilní radar krátkého dosahu, anglicky Automotive Short Range Radar",cs
524,525,"Služba kosmického výzkumu (radiokomunikační), anglicky Space Research Service",cs
525,526,"Stanice kmitočtových normálů a časových signálů, anglicky Standard frequency and time signal station",cs
526,527,"Systémy lodní bezpečnosti a výstrahy, anglicky Ship Security and Alerting Systems",cs
527,528,"Druh vysílání s jedním postraním pásmem, anglicky Single Side Band",cs
528,529,"Sekundární přehledový radar, anglicky Secondary Surveillance Radar",cs
529,530,"Družicový uživatelský terminál, anglicky Satellite User Terminal",cs
530,531,"Střední vlny. Pozn.: Jako anglická zkratka označující stejné vlny se používá MF.",cs
531,532,"Systém taktické letecké navigace, anglicky Tactical Aeronautical Navigation",cs
532,533,"Komunikační systém s celkovým přístupem, anglicky Total Access Communication System",cs
533,534,"Technologie z rodiny TETRA, anglicky TETRA Advanced Packed Data Service",cs
534,535,"Výbor pro posuzování shody a dozor nad trhem v oblasti telekomunikací Evropské komise, anglicky Telecommunication Conformity Assesment and Market Surveillance Committee",cs
535,536,"Dálkové měření a ovládání, anglicky Telemetry and Command",cs
536,537,"Systém pro digitální zemské rozhlasové vysílání, anglicky Terrestrial-Digital Audio Broadcasting",cs
537,538,"Duplexní provoz s časovým dělením, anglicky Time Division Duplex",cs
538,539,"Časově dělené multiplexování, anglicky Time Division Multiplexing",cs
539,540,"Druh provozu s časovým dělením přístupu, anglicky Time Division Multiple Access",cs
540,541,"Systém digitálního zemského multimediálního vysílání v pohyblivých sítích, anglicky Terrestrial Digital Multimedia Broadcasting",cs
541,542,"Vylepšené datové služby TETRA, anglicky TETRA Enhanced Data Services",cs
542,543,"Přemístitelné pozemské stanice, anglicky Transportable Earth Stations. Stanice jsou typicky používané pro družicové předávaní zpravodajství (Satellite News Gathering (SNG), tj. živé přenosy z míst událostí).",cs
543,544,"Druh zemského rádiového systému, anglicky Terrestrial Trunked Radio",cs
544,545,"Digitální PMR standard výrobce EADS Telecom (dříve MATRA)",cs
545,546,"Systém veřejné korespondence s letadly, anglicky Terrestrial Flight Telecommunication System",cs
546,547,"Pracovní skupina zřízenou jednorázově pro určitý úkol, anglicky Task Group. Viz též JTG.",cs
547,548,"Časově neměnné zesílení, anglicky Time-invariant Gain",cs
548,549,"Radar pro zjišťování hladiny v nádržích, anglicky Tank Level Probing Radar [ECA]",cs
549,550,"Řízení vysílacího výkonu, anglicky Transmit Power Control",cs
550,551,"Zemské rádiové aplikace schopné poskytovat služby elektronických komunikací, anglicky Terrestrial Radio Applications Capable of Providing Electronic Communications Services",cs
551,552,"Taktické rádio reléové spoje, anglicky Tactical Radio Relays [ECA]",cs
552,553,"Koncová stanice, terminál, anglicky Terminal Station",cs
553,554,"Telekomunikační úřad ITU, anglicky Telecommunication Standardization Bureau",cs
554,555,"Telemetrie, sledování a povely, anglicky Telemetry, Tracking and Commands",cs
555,556,"Televize, anglicky Television",cs
556,557,"Časově proměnné zesílení, anglicky Time-Variant Gain",cs
557,558,"Televizní vysílání z míst mimo studia, anglicky Television Outside Broadcast",cs
558,559,"Zemská bezdrátová interaktivní multimédia, anglicky Terrestrial Wireless Interactive Multimedia",cs
559,560,"Vysílač, anglicky Transmitter [Rec. ITU-R M.1371-3]",cs
560,561,"Bezpilotní letadlo, anglicky Unmanned Aircraft",cs
561,562,"Pokrytí městských oblastí, anglicky Urban Area Coverage",cs
562,563,"Řídící stanice bezpilotního letadla, anglicky Unmanned Aircraft Control Station",cs
563,564,"Bezpilotní systémy, anglicky Unmanned Aircraft Systems",cs
564,565,"Standardní universální přístupová stanice (v letectví), anglicky Universal Access Transceiver",cs
565,566,"Letecký prostředek bez posádky, anglicky Unmanned Air Vehicle",cs
566,567,"Zaměřovací stanice pracující na UKV, anglicky Ultra High Frequency Direction-Finding Station",cs
567,568,"Ultra vysoké kmitočty, anglicky Ultra High Frequency. Pozn. Jako česká zkratka označující stejné vlny se používá UKV.",cs
568,569,"Mezinárodní železniční unie, anglicky International Railways Union",cs
569,570,"Ultra krátké vlny. Pozn.: Jako anglická zkratka označující stejné vlny se používá UHF.",cs
570,571,"V družicové komunikaci vzestupný směr, tj. ze Země k družici, v pohyblivých sítích směr od terminálu k základnové stanici, anglicky Uplink",cs
571,572,"Zvířecí implantáty velmi nízkého výkonu, anglicky Ultra Low Power Animal Implant Devices",cs
572,573,"Lékařské aktivní implantáty velmi nízkého výkonu, anglicky Ultra Low Power Active Medical Implants",cs
573,574,"Lékařské membránové implantáty velmi nízkého výkonu, anglicky Ultra Low Power Medical Membrane Implants",cs
574,575,"Univerzální mobilní terestrický systém pro pohyblivé komunikace, anglicky Universal Mobile Terrestrial System. Zpráva CPM uvádí Universal Mobile Telecommunications System.",cs
576,577,"Univerzální sériová sběrnice, anglicky Universal Serial Bus",cs
577,578,"Kmitočtový úsek je rozsah kmitočtů menší než příslušné kmitočtové pásmo uvedené v Národní kmitočtové tabulce.",cs
578,579,"Koordinovaný světový čas. Podle ustanovení 1.14 Radiokomunikačního řádu (i Národní kmitočtové tabulky) je koordinovaný světový čas časomíra založená na sekundě a definovaná Doporučením ITU-R TF.460-6; pro většinu praktických použití spojených s aplikací Radiokomunikačního řádu je čas UTC rovnocenný střednímu slunečnímu času na základním poledníku (zeměpisná délka 0°), dříve označovanému jako GMT.",cs
579,580,"UMTS zemský rádiový přístup, anglicky UMTS Terrestrial Radio Access",cs
580,581,"Aplikace využívající velmi široké pásmo, anglicky Ultra Wide Band",cs
581,582,"Zaměřovací stanice pracující na VKV, anglicky Very High Frequency Direction-Finding Station",cs
582,583,"VKV datový spoj, anglicky VHF Data Link [Rec. ITU-R M.1371-3]",cs
583,584,"Velmi dlouhé vlny. Pozn.: Jako anglická zkratka označující stejné vlny se používá VLF.",cs
584,585,"Dobrovolná skupinu expertů, anglicky Voluntary Group of Experts",cs
585,586,"Velmi vysoké kmitočty, anglicky Very High Frequency. Pozn.: Jako česká zkratka označující stejné vlny se používá VKV.",cs
586,587,"Velmi krátké vlny. Pozn.: Jako anglická zkratka označující stejné vlny se používá VHF.",cs
587,588,"Radioastronomické pozorování spektrálních čar, anglicky Very Long Baseline Interferometry",cs
588,589,"Velmi nízké kmitočty, anglicky Very Low Frequency. Pozn.: Jako česká zkratka označující stejné vlny se používá VDV.",cs
589,590,"Vlnová délka (λ) je vzdálenost, kterou urazí elektromagnetické vlnění za dobu jednoho kmitu. Rádiová vlna se šíří v prostoru rychlostí světla (c) 300 000 km/s. Frekvence = kmitočet (f) je počet vln za 1 sekundu.
λ = c/f (m, ms<sup>-1</sup>, Hz)
f = c/? (Hz, ms<sup>-1</sup>, m)
kde c = 3 × 10<sup>8</sup> ms<sup>-1</sup>",cs
590,591,"Přenos hlasu pomocí internetového protokolu (paketově), anglicky Voice over Internet Protocol",cs
591,592,"VKV všesměrový radiomaják, anglicky VHF Omnidirectional Radio Range",cs
592,593,"Kombinace zařízení VOR a TACAN, anglicky VOR and TACAN combination",cs
593,594,"Vozidlový radar, anglicky Vehicle Radar [ECC Rep 134]",cs
594,595,"Terminál s velmi malou anténou, anglicky Very Small Aperture Terminal",cs
595,596,"(1) Lodní přepravní služby, anglicky Vessel traffic services [Rec. ITU-R M.1371-3]
(2) Lodní radarový systém, anglicky Vessel Traffic System (radar) [ECA]",cs
596,597,"Bezdrátové avionické komunikace uvnitř letadla, anglicky Wireless Avionic Intra-Aircraft Communications",cs
597,598,"Politika bezdrátového přístupu k službám elektronických komunikací, anglicky Wireless Access Policy for Electronic Communications Services",cs
598,599,"Světová správní radiokomunikační konference, anglicky World Administrative Radio Conference",cs
599,600,"Bezdrátové přístupové systémy (WAS), jejichž součástí jsou rádiové místní sítě (RLAN), anglicky Wireless Access Systems/Radio Local Area Network",cs
600,601,"Širokopásmový vícenásobný přístup rozlišovaný kódem, anglicky Wideband Code Division Multiple Access",cs
601,602,"Druh bezdrátové technologie pro bezdrátové LAN založené na standardech IEEE 802.11",cs
602,603,"Systém pro mikrovlnné přístupové sítě, anglicky Worldwide Interoperability for Microwave Access",cs
603,604,"Pracovní skupina, anglicky Working Group",cs
604,605,"Pracovní skupina CEPT věnující se otázkám správy kmitočtů, anglicky Working Group Frequency Management",cs
605,606,"Světový zeměměřičský systém, anglicky World Geodetic System [Rec. ITU-R M.1371-3]",cs
606,607,"Širokopásmový režim s nízkou aktivitou, anglicky Wideband Low Activity Mode [CEPT Rep.37]",cs
607,608,"Bezdrátová lokální síť, anglicky Wireless LAN",cs
608,609,"Bezdrátová místní smyčka, anglicky Wireless Local Loop",cs
609,610,"Světová meteorologická organizace, anglicky World Meteorological Organization",cs
610,611,"Pracovní podskupina, anglicky Working Party",cs
611,612,"Radar pro zkoumání zdí apod., anglicky Wall-Probing Radar. Radar pro zkoumání zdí je zobrazovací systém s čidlem indikujícím poruchy pole, určený k detekci předmětů obsažených ve zdech nebo k určení fyzikálních vlastností zdí. Zdmi jsou míněny betonové struktury, mostní pilíře, zdi v dolech nebo jiné fyzické struktury, které jsou dostatečně hutné a silné, aby absorbovaly většinu signálu vysílaného systémem. Pozn.: Radar využívá UWB technologii.",cs
612,613,"Osobní bezdrátová síť, anglicky Wireless Personal Area Network",cs
613,614,"Světová radiokomunikační konference ITU, anglicky World Radiocommunication Conference",cs
614,615,"Světová radiokomunikační konference 2000 (Istanbul, Turecko), anglicky World Radiocommunication Conference 2000",cs
615,616,"Světová radiokomunikační konference 2003 (Ženeva, Švýcarsko), anglicky World Radiocommunication Conference 2003",cs
616,617,"Světová radiokomunikační konference 2007 (Ženeva, Švýcarsko), anglicky World Radiocommunication Conference 2007",cs
617,618,"Světové zasedání k informační společnosti, anglicky World Summit on the Information Society",cs
618,619,"Světová konference pro rozvoj telekomunikací, anglicky World Telecommunication Development Conference, pozn. konference sektoru ITU-D",cs
619,620,"Světová obchodní organizace, anglicky World Trade Organisation",cs
620,621,"Světové telekomunikační shromáždění, anglicky World Telecommnication Standardization Assembly",cs
621,622,"1) Celosvětová síť internetových serverů, anglicky World Wide Web
2) Světové sledování počasí, anglicky World Weather Watch",cs
622,623,"X-stavová kvadraturní amplitudová modulace, anglicky Quadrature Amplitude Modulation (X states)",cs
624,626,"Některé dohody v komunikacích používají ""Z"" nebo ""Zulu"" čas jako označení času UTC. Vychází přitom z označení Z pro časovou zónu se středem na nultém poledníku [Rec. ITU-R TF.686-2], viz UTC.",cs
625,627,"Světová radiokomunikační konference 2012 (Ženeva, Švýcarsko), anglicky World Radiocommunication Conference 2012",cs
626,629,"Letecký informační oběžník (zveřejňován Řízením letového provozu), anglicky Air Information Circullars",cs
627,630,"Evropský systém řízení železniční dopravy, anglicky European Rail Traffic Management System",cs
628,631,"Rádiová část sítí LTE-A",cs
629,632,"10. verze specifikace rádiové technologie 3GPP, technologie 4. generace, LTE Advanced, v.t. LTE.",cs
630,633,"Obrazové kompresní kodeky MPEG",cs
632,635,"Princip sdílení spektra, anglicky Licensed/Authorised Shared Access",cs
633,636,"Viz LSA/ASA",cs
634,637,"Stroj-stroj, anglicky Machine-to-Machine. Nepersonální komunikace mezi zařízením. V PVRS provozně shodné s pojmy „datové spoje“, „datové stanice“, „povelové spoje/stanice“, „datová komunikace přenosných stanic“, „stanice pro přenos dat“. Součást Internetu věcí (IoT).",cs
635,638,"Zařízení využívající bílá místa ve spektru, anglicky White Space Devices",cs
1024,408,"Off Route. According to the provisions 1.34 and 1.37 of Radio Regulations, (OR) means  an aeronautical mobile service or aeronautical mobile-satellite service intended for communications, including those relating to flight coordination, primarily outside national or international civil air routes.",en
1025,441,"Route. According to provisions 1.33 and 1.36 of the Radio Regulations (R) means an aeronautical mobile service or aeronautical mobile-satellite service reserved for communications relating to safety and regularity of flight, primarily along national or international civil air routes.",en
1026,13,Analog-to-Digital,en
1027,5,"Automated Aircraft Reporting System",en
1028,6,"(1) Adaptive Antenna System
(2) Advanced Antenna System",en
1029,7,"Aircraft Communications Addressing and Reporting System",en
1030,8,"Area Control Centre",en
1031,10,"Area Control Centre/Lower",en
1032,9,"Area Control Centre/Upper",en
1033,11,Acknowledge,en
1034,12,"Aeronautical Communication Panel",en
1035,14,"Analog-to-Digital Converter",en
1036,15,"Advanced Earth Observation Satellite",en
1037,16,"Automatic Data Processing",en
1038,17,"Automatic Data Processing Equipment",en
1039,18,"Astra Digital Radio",en
1040,19,"Automatic Dependant Surveillance (Aeronautical)",en
1041,20,"Aircraft Earth Station",en
1042,21,"Adaptive Frequency Agility",en
1043,22,"Automatic Frequency Control",en
1044,23,"Automatic Forecasting and Observing System",en
1045,24,"Air Ground Air",en
1046,25,"Automatic Gain Control",en
1047,629,"Air Information Circullars",en
1048,26,"Automatic Identification System",en
1049,27,"Automatic Identification System - Search And Rescue Transmitter",en
1050,28,"Aeronautical Radionavigation Land Station",en
1051,29,"Automatic Level Control",en
1052,30,"Assistive Listening Devices",en
1053,31,"Atacama Large Millimetre/Submillimetre Array",en
1054,32,"Airborne Landing System/Aircraft Landing System",en
1055,33,"(1) Aeronautical Radionavigation Mobile Station
(2) Amplitude Modulation
",en
1056,36,"Aeronautical Mobile (R) Service",en
1057,623,"Quadrature Amplitude Modulation (X states)",en
1058,622,"1) World Wide Web
2) World Weather Watch",en
1059,621,"World Telecommnication Standardization Assembly",en
1060,620,"World Trade Organisation",en
1061,619,"World Telecommunication Development Conference; note: Telecommunication Development Sector (ITU-D)",en
1062,593,"VOR and TACAN combination",en
1063,594,"Vehicle Radar",en
1064,595,"Very Small Aperture Terminal",en
1065,596,"(1) Vessel traffic services
(2) Vessel Traffic System (radar)",en
1066,597,"Wireless Avionic Intra-Aircraft Communications",en
1067,598,"Wireless Access Policy for Electronic Communications Services",en
1068,599,"World Administrative Radio Conference",en
1069,600,"Wireless Access Systems/Radio Local Area Network",en
1070,601,"Wideband Code Division Multiple Access",en
1071,604,"Working Group",en
1072,605,"Working Group Frequency Management",en
1073,606,"World Geodetic System",en
1074,603,"Worldwide Interoperability for Microwave Access",en
1075,607,"Wideband Low Activity Mode",en
1076,608,"Wireless LAN",en
1077,609,"Wireless Local Loop",en
1078,610,"World Meteorological Organization",en
1079,611,"Working Party",en
1080,613,"Wireless Personal Area Network",en
1081,612,"Wall-Probing Radar",en
1082,614,"World Radiocommunication Conference",en
1083,616,"World Radiocommunication Conference 2003",en
1084,617,"World Radiocommunication Conference 2007",en
1085,627,"World Radiocommunication Conference 2012",en
1086,615,"World Radiocommunication Conference 2000",en
1087,638,"White Space Devices",en
1088,618,"World Summit on the Information Society",en
1089,543,"Transportable Earth Stations",en
1090,544,"Terrestrial Trunked Radio",en
1091,546,"Terrestrial Flight Telecommunication System",en
1092,547,"Task Group. See also JTG",en
1093,548,"Time-invariant Gain",en
1094,549,"Tank Level Probing Radar",en
1095,550,"Transmit Power Control",en
1096,551,"Terrestrial Radio Applications Capable of Providing Electronic Communications Services",en
1097,552,"Tactical Radio Relays",en
1098,553,"Terminal Station",en
1099,554,"Telecommunication Standardization Bureau",en
1100,555,"Telemetry, Tracking and Commands",en
1101,556,Television,en
1102,557,"Time-Variant Gain",en
1103,558,"Television Outside Broadcast",en
1104,559,"Terrestrial Wireless Interactive Multimedia",en
1105,560,Transmitter,en
1106,561,"Unmanned Aircraft",en
1107,562,"Urban Area Coverage",en
1108,563,"Unmanned Aircraft Control Station",en
1109,564,"Unmanned Aircraft Systems",en
1110,565,"Universal Access Transceiver",en
1111,566,"Unmanned Air Vehicle",en
1112,567,"Ultra High Frequency Direction-Finding Station",en
1113,568,"Ultra High Frequency",en
1114,569,"Iternational Railways Union",en
1115,571,Uplink,en
1116,572," Ultra Low Power Animal Implant Devices",en
1117,573,"Ultra Low Power Active Medical Implants",en
1118,575,"Universal Mobile Terrestrial System/Universal Mobile Telecommunications System",en
1119,591,"Voice over Internet Protocol",en
1120,574,"Ultra Low Power Medical Membrane Implants",en
1122,577,"Universal Serial Bus",en
1123,580,"UMTS Terrestrial Radio Access",en
1124,581,"Ultra Wide Band",en
1125,582,"Very High Frequency Direction-Finding Station",en
1126,583,"VHF Data Link",en
1127,585,"Voluntary Group of Experts",en
1128,592,"VHF Omnidirectional Radio Range",en
1129,578,,en
1130,47,"APP = Appendix of the ITU Radio Regulations, App. = Approach Control",en
1131,294," Intellectual Property Rights",en
1132,295,"Industrial, Scientific and Medical Applications",en
1133,296,"International Organization for Standardization",en
1134,297,"Internet Service Provider",en
1135,299,"(1) Inter-Satellite Service
(2) International Space Station",en
1136,300,"Intelligent Transport Systems",en
1137,308,"Joint Task Group",en
1138,313,"Local Area Network",en
1139,310,"Kilobits per Second",en
1140,311,"Kennedy Space Center",en
1141,326,"Low Power Device",en
1142,302,"International Telecommunication Union",en
1143,316,"Low Earth Orbit",en
1144,314,"Listen Before Talk",en
1145,315,"Low Duty Cycle",en
1146,331,"Long Term Evolution of the 3GPP radio technology",en
1147,327,"Level Probing Radar",en
1148,317,"Launch and Early Operations Phase",en
1149,339,"Terrestrial Mobile Multimedia Multicast-Forward Link Only",en
1150,325,"Low Power-Active Medical Implant",en
1151,318,"Low E.i.r.p. Satellite Terminals",en
1152,322,"Land Mobile Service",en
1153,309,"Joint Tactical Information and Distribution System",en
1154,321,Localizer,en
1155,329,"Long-Range Identification and Tracking",en
1156,334,"Maritime Mobile Access and Retrieval System",en
1157,319,"Low Frequency",en
1158,333,"Aircraft Station",en
1159,338,"Mobile Communication on board Vessel",en
1160,330,"Large Screen Digital Imagery",en
1161,632,"LTE Advanced",en
1162,328,"Radiolocation Land Station",en
1163,196,"European Organization for the Exploitation of Meteorological Satellites",en
1164,197,"European Organization for Civil Aviation Equipment",en
1165,205,"Fixed Access Time Division Multiple Access",en
1166,198,"European Telecommunications Satellite Organisation",en
1167,199,"Extra Vehicular Activity",en
1168,210,"Frequency Division Duplex",en
1169,221,"Future Public Land Mobile Telecommunications System",en
1170,244,"General Packet Radio Service",en
1171,219,"Frequency Modulation",en
1172,212," Forward Error Correction",en
1173,209,"Aeronautical Station in the Aeronautical Mobile (R) Service",en
1174,208,"Federal Communications Commission",en
1175,237,"Greenwich Mean Time",en
1176,211,"Frequency Division Multiplexing",en
1177,233,"Global Orbiting Navigation Satellite System",en
1178,223,"Free Space Optical Communications",en
1179,243,"Ground-Probing Radar",en
1180,232,"Geostationary Earth Orbit",en
1181,236,"Gaussian Minimum-Shift Keying",en
1182,245,"Global Positioning System",en
1183,225,"File Transfer Protocol",en
1184,231,"Ground Based Synthetic Aperture Radar",en
1185,227,"Fixed Wireless System",en
1186,147,"Direct Sequence Spread Spectrum",en
1187,150,"Digital Terrestrial Television",en
1188,148,"Data Terminal Equipment",en
1189,149,Direct-to-Home,en
1190,152,"Digital Video Broadcasting-Handheld",en
1191,153,"Digital Video Broadcasting Satellite services to Handheld devices (SH) below 3 GHz [ETSI BROADCAS TS 102 585 V1.1.1]",en
1192,157,"European Brodcasting Union",en
1193,154," Digital Video Broadcasting-Terrestrial",en
1194,170,Extended-GSM,en
1195,189,"Earth-to-space direction",en
1196,155,"European Aeronautical Common Position",en
1197,156,"Electronic Article Surveillance",en
1198,162,"Electronic Communications Services",en
1199,160,"Electronic Communications Committee of the CEPT ",en
1200,164,"Earth Exploration Satellite",en
1201,161,"European Common Proposal",en
1202,163,"European Committee for Regulatory Telecommunications Affairs",en
1203,175,"Emergency Location Beacon-Aircraft",en
1204,180,"Environmental Satellite",en
1205,165," Earth Exploration-Satellite Service",en
1206,176,"Emergency Locator Transmitter",en
1207,172,"Extremely High Resolution Imagery",en
1208,166,"ECO (European) Frequency Information System",en
1209,168,"European Free Trade Association",en
1210,167,"Electronic Field Production",en
1211,177,"Electromagnetic Compatability",en
1212,178,"Electromagnetic Interference",en
1213,169,"European Geostationary Navigation Overlay Service",en
1214,192,"European Telecommunications Office",en
1215,44,"1) Aerodome Obstacle Chart
2) Aeronautical Operational Control",en
1216,45,"Advance Publication Information",en
1217,34,"Aircraft Meteorological Data Relay",en
1218,35,"Asymmetrical Modulation and Coding Scheme",en
1219,37,"Aeronautical Mobile Service",en
1220,38,"Aeronautical Mobile - Satellite (Off-Route) Service",en
1221,39," Aeronautical Mobile - Satellite (Route) Service",en
1222,43,"Air Navigation Service Provider",en
1223,42,"American National Standards Institute",en
1224,41,"Aeronautical Mobile Telemetry",en
1225,40," Aeronautical Mobile Satellite Service",en
1226,48,"Asia-Pacific Telecommunity",en
1227,49,"Approach and Landing Operations with Vertical Guidance",en
1228,50,"Amateur Radio Direction Finding",en
1229,51,"Aeronautical Radionavigation Service",en
1230,52,"Aeronautical Radionavigation-Satellite Service",en
1231,53,"Average Revenue Per User",en
1232,54,"Amateur Service",en
1233,55,"Amateur-Satellite Service",en
1235,57,"Amateur-Satellite Service",en
1236,636,"See LSA/ASA",en
1237,58," American Standard Code for Information Interchange",en
1238,59,"Airport Surface Detection Equipment",en
1239,60,"Aeronautical Spectrum Frequency Consultation Group",en
1240,64,"(1) Automatic Terminal Information Service
(2) Automatic Transmitter Identification System",en
1241,65,"(1) Air Traffic Management
(2) Asynchronous Transfer Mode",en
1242,66,"Aid to Navigation [Rec. ITU-R M.1371-3]",en
1243,67,"Automatic Transmitter Power Control",en
1244,68,"Air Traffic Services",en
1245,69,"Advanced Television Systems Committee",en
1246,70,"Automatic Vehicle Identification [ECA]",en
1247,74,"Broadcasting station, sound",en
1248,78,"Building Material Analysis",en
1249,96,"Code Division Multiple Access",en
1250,95," International Telegraph and Telephone Consultative Committee (ITU). Renamed ITU-T in 1993.",en
1251,94,"International Radio Consultative Committee (ITU); french: Comité consultatif international pour la radio. In 1992, the CCIR became the ITU-R.",en
1252,75,"Block Edge Mask [ECC Rep 131]",en
1253,88,"Broadband Wireless Access",en
1254,76,"Broadband Fixed Wireless Access [ECA]",en
1255,77,"Beyond Line-Of-Sight",en
1256,87,"Broadcasting station, television",en
1257,90,"Common Alerting Protocol",en
1258,80,"Broadband over Powerline",en
1259,89,"Command and Control",en
1260,91,"Command and Control",en
1261,92,"Citizen Band (27 MHz)",en
1262,93,"Communication Committee Broadcasting Issues Subgroup",en
1263,81,"Bits per Second ",en
1264,86,"Broadcasting-Satellite Service",en
1265,85,"(1) Broadcasting Service
(2) Base Station",en
1266,71,"Airborne Weather Radar",en
1267,84,"Basic Area Navigation",en
1268,72,"Broadcasting Auxiliary Service",en
1269,83,"Bureau des radiocommunications UIT-R",en
1270,63,"Air Trafic Control",en
1271,62,"Amateur-Satellite Service",en
1272,61,"Airfield Surface Movement Indicator",en
1273,73,"Broad Band Disaster Relief",en
1274,82,"Binary Phase-Shift Keying",en
1275,97,"European Conference of Postal and Telecommunications Administration",en
1276,98,"Comitée Européen de Réglementation Postale",en
1277,99,"Complementary Ground Components",en
1278,100,"Channel Bandwith",en
1279,101,"Channel Spacing",en
1280,102," International High Frequency Broadcasting Conference",en
1281,103,"International Maritime Radio Association",en
1282,104,"Special International Committee on Radio Interference",en
1283,105,"Conferencia Interamericana des Telecomunicaciones",en
1284,106,"Communication, Navigation, Surveillance/Air Trafic Managment",en
1285,107,"Electronic Communication Comittee",en
1286,110,"Cognitive Pilot Channel",en
1287,146,"Dedicated Short-Range Communication",en
1288,130,"Differential Global Navigation Satellite System",en
1289,128,"Digital Enhanced Cordless Telecommunication",en
1290,129,"Dynamic Frequency Selection",en
1291,126,"Digital Communication System",en
1292,132,"Deutsche Zentrum fur Lüft- und Raumfahrt",en
1293,131,Downlink,en
1294,118,"Continuous Wave",en
1295,116,"Cordless Telephone",en
1296,127,Decision,en
1297,117,"ITU Convention",en
1298,111,"Conference Preparatory Group",en
1299,133,"Data Link Service",en
1300,125,"Direct Broadcast (dB = decibel)",en
1301,144,"Digital Switchover",en
1302,141,"Direct Spread Code Division Multiple Access",en
1303,119,"Differential Global Positioning System",en
1304,140,"Digital Selective Calling",en
1305,142,"Detailed Spectrum Investigation",en
1306,143,"Digital Subscriber Line",en
1307,134,"Digital Multimedia Broadcasting",en
1308,112,"Conference Preparatory Meeting",en
1309,145,"Digital Satellite Radio",en
1310,135,"Distance Measuring Equipment",en
1311,120,Digital-to-Analog,en
1312,113,"1) Central Radio Station
2) Cognitive Radio System",en
1313,114,"(1) Central Station
(2) Carrier Sense
(3) Control Station",en
1314,115,"Carrier Sense Time Division Multiple Access",en
1315,124,"Direct-Air-to-Ground Communications",en
1316,121,"Detect And Avoid",en
1317,122,"Digital Audio Broadcasting",en
1318,123,"Digital Audio Broadcasting - Internet Protocol",en
1319,136,"Direct Mode Operation",en
1320,138,"Digital Radio Mondial",en
1321,158,"European Commission",en
1322,159,"European Common Allocation Table. See http://www.erodocdb.dk/docs/doc98/official/pdf/ERCRep025.pdf ",en
1323,194,"(1) European Union
(2) EUropean footnote",en
1324,173,"Equivalent Isotropically Radiated Power",en
1325,181,"Earth Observation Satellites",en
1326,179,"Electronic News Gathering/Outside Broadcasting",en
1327,182,"Equivalent Power Flux Density",en
1328,193,"European Telecommunications Standard Institute",en
1329,183,"Electronic Programme Guide",en
1330,184,"Emergency Position Indicating Radio Beacon",en
1331,185,"European Radiocommunications Committee",en
1332,191,"Earth Stations on-board Vessels",en
1333,190,"European Space Agency",en
1334,186,"Efective Radiated Power",en
1335,187,"European Radio Messaging System",en
1336,630,"European Rail Traffic Management System",en
1337,188,"European Radiocommunications Office",en
1338,241,"Geostationary Operational Meteorological Satellite",en
1339,242,"Glide Path",en
1340,240,"Geostationary Operational Environmental Satellite",en
1341,228,"Fixed station",en
1342,214,"Aeronautical station in the aeronautical mobile (OR) service",en
1343,230,"Ground Based Augmentation System",en
1344,238,"Global Navigation Satellite System",en
1345,239,"General Operator's Certificate",en
1346,215,"Frequency Hopping Spread Spectrum",en
1347,216,"Fast Information Channel",en
1348,234,"Global Maritime Distress and Safety System",en
1349,235,"Geostationary Meteorological Satellite",en
1350,224,"Fixed-Satellite Service",en
1351,217,"First-in, first-out",en
1352,249,GSM-Railway,en
1353,247,"GSM Association",en
1354,248,"GSM on Board Vessels",en
1355,250,"Geostationary Satellite Orbit",en
1356,268,"High Speed Packet Access",en
1357,287,"International Mobile Telecommunications. See ITU Res. 56-1. IMT encompasses IMT-2000, IMT-Advanced and IMT-2020.",en
1358,264," High Performance Radio Local Area Networks",en
1359,259,"High e.i.r.p. Satellite Terminals",en
1360,267,"High-Speed Downlink Packet Access",en
1361,261,"High Frequency BroadCasting",en
1362,285," International Maritime Organisation",en
1363,275," Information and Communication Technologies",en
1364,262,"High Frequency Coordination Conference",en
1365,293," Internet Protocol",en
1366,278," Institute of Electrical and Electronics Engineers",en
1367,274,"International Civil Aviation Organisation",en
1368,263,"Highly Inclined Orbits",en
1369,255,"High Density Fixed Service",en
1370,281,"International Frequency Information Circular",en
1371,289," International Mobile Telecommunications-2000",en
1372,272,"International Amateur Radio Union",en
1373,257,"High Definition TV",en
1374,269,"High-Speed Uplink Packet Access",en
1375,271," International Association of Lighthouse Authorities",en
1376,258,"Highly Eliptical Orbit ",en
1377,276,"ITU Digitized World Map",en
1378,288,"International Mobile Telecommunications-Advanced",en
